country,year,emissions,kyoto_annexb,kyoto_adopted_year,continent,lifeExp,pop,gdpPercap
Czech Republic,2003,122000,1,1,NA,NA,NA,NA
Czech Republic,2004,117000,1,1,NA,NA,NA,NA
Czech Republic,2005,120000,1,1,NA,NA,NA,NA
Czech Republic,2006,122000,1,1,NA,NA,NA,NA
Czech Republic,2007,123000,1,1,Europe,76.486,10228744,22833.30851
Czech Republic,2008,117000,1,1,NA,NA,NA,NA
Czech Republic,2009,108000,1,1,NA,NA,NA,NA
Czech Republic,2010,112000,1,1,NA,NA,NA,NA
Czech Republic,2011,107000,1,1,NA,NA,NA,NA
Denmark,1986,58900,1,0,NA,NA,NA,NA
Denmark,1987,58300,1,0,Europe,74.8,5127024,25116.17581
Denmark,1988,55100,1,0,NA,NA,NA,NA
Denmark,1989,48800,1,0,NA,NA,NA,NA
Denmark,1990,50200,1,0,NA,NA,NA,NA
Denmark,1991,60300,1,0,NA,NA,NA,NA
Denmark,1992,54300,1,0,Europe,75.33,5171393,26406.73985
Denmark,1993,57100,1,0,NA,NA,NA,NA
Denmark,1994,61000,1,0,NA,NA,NA,NA
Denmark,1995,57200,1,0,NA,NA,NA,NA
Denmark,1996,72200,1,0,NA,NA,NA,NA
Denmark,1997,61600,1,1,Europe,76.11,5283663,29804.34567
Denmark,1998,59600,1,1,NA,NA,NA,NA
Denmark,1999,55100,1,1,NA,NA,NA,NA
Denmark,2000,51300,1,1,NA,NA,NA,NA
Denmark,2001,52900,1,1,NA,NA,NA,NA
Denmark,2002,52000,1,1,Europe,77.18,5374693,32166.50006
Denmark,2003,56000,1,1,NA,NA,NA,NA
Denmark,2004,50600,1,1,NA,NA,NA,NA
Denmark,2005,47100,1,1,NA,NA,NA,NA
Denmark,2006,55000,1,1,NA,NA,NA,NA
Denmark,2007,50300,1,1,Europe,78.332,5468120,35278.41874
Denmark,2008,46900,1,1,NA,NA,NA,NA
Denmark,2009,44500,1,1,NA,NA,NA,NA
Denmark,2010,46600,1,1,NA,NA,NA,NA
Denmark,2011,40600,1,1,NA,NA,NA,NA
Djibouti,1986,378,0,0,NA,NA,NA,NA
Djibouti,1987,389,0,0,Africa,50.04,311025,2880.102568
Djibouti,1988,348,0,0,NA,NA,NA,NA
Djibouti,1989,389,0,0,NA,NA,NA,NA
Djibouti,1990,323,0,0,NA,NA,NA,NA
Djibouti,1991,312,0,0,NA,NA,NA,NA
Djibouti,1992,312,0,0,Africa,51.604,384156,2377.156192
Djibouti,1993,312,0,0,NA,NA,NA,NA
Djibouti,1994,304,0,0,NA,NA,NA,NA
Djibouti,1995,304,0,0,NA,NA,NA,NA
Djibouti,1996,312,0,0,NA,NA,NA,NA
Djibouti,1997,326,0,1,Africa,53.157,417908,1895.016984
Djibouti,1998,315,0,1,NA,NA,NA,NA
Djibouti,1999,315,0,1,NA,NA,NA,NA
Djibouti,2000,341,0,1,NA,NA,NA,NA
Djibouti,2001,367,0,1,NA,NA,NA,NA
Djibouti,2002,400,0,1,Africa,53.373,447416,1908.260867
Djibouti,2003,422,0,1,NA,NA,NA,NA
Djibouti,2004,407,0,1,NA,NA,NA,NA
Djibouti,2005,414,0,1,NA,NA,NA,NA
Djibouti,2006,411,0,1,NA,NA,NA,NA
Djibouti,2007,462,0,1,Africa,54.791,496374,2082.481567
Djibouti,2008,499,0,1,NA,NA,NA,NA
Djibouti,2009,462,0,1,NA,NA,NA,NA
Djibouti,2010,517,0,1,NA,NA,NA,NA
Djibouti,2011,473,0,1,NA,NA,NA,NA
Dominica,1986,47.7,0,0,NA,NA,NA,NA
Dominica,1987,47.7,0,0,NA,NA,NA,NA
Dominica,1988,55,0,0,NA,NA,NA,NA
Dominica,1989,58.7,0,0,NA,NA,NA,NA
Dominica,1990,58.7,0,0,NA,NA,NA,NA
Dominica,1991,58.7,0,0,NA,NA,NA,NA
Dominica,1992,58.7,0,0,NA,NA,NA,NA
Dominica,1993,62.3,0,0,NA,NA,NA,NA
Dominica,1994,66,0,0,NA,NA,NA,NA
Dominica,1995,80.7,0,0,NA,NA,NA,NA
Dominica,1996,73.3,0,0,NA,NA,NA,NA
Dominica,1997,80.7,0,1,NA,NA,NA,NA
Dominica,1998,77,0,1,NA,NA,NA,NA
Dominica,1999,80.7,0,1,NA,NA,NA,NA
Dominica,2000,103,0,1,NA,NA,NA,NA
Dominica,2001,110,0,1,NA,NA,NA,NA
Dominica,2002,103,0,1,NA,NA,NA,NA
Dominica,2003,117,0,1,NA,NA,NA,NA
Dominica,2004,114,0,1,NA,NA,NA,NA
Dominica,2005,117,0,1,NA,NA,NA,NA
Dominica,2006,114,0,1,NA,NA,NA,NA
Dominica,2007,154,0,1,NA,NA,NA,NA
Dominica,2008,132,0,1,NA,NA,NA,NA
Dominica,2009,132,0,1,NA,NA,NA,NA
Dominica,2010,139,0,1,NA,NA,NA,NA
Dominica,2011,128,0,1,NA,NA,NA,NA
Dominican Republic,1986,8180,0,0,NA,NA,NA,NA
Dominican Republic,1987,9750,0,0,Americas,66.046,6655297,2899.842175
Dominican Republic,1988,9830,0,0,NA,NA,NA,NA
Dominican Republic,1989,10400,0,0,NA,NA,NA,NA
Dominican Republic,1990,9230,0,0,NA,NA,NA,NA
Dominican Republic,1991,10000,0,0,NA,NA,NA,NA
Dominican Republic,1992,10900,0,0,Americas,68.457,7351181,3044.214214
Dominican Republic,1993,11800,0,0,NA,NA,NA,NA
Dominican Republic,1994,12500,0,0,NA,NA,NA,NA
Dominican Republic,1995,15900,0,0,NA,NA,NA,NA
Dominican Republic,1996,17300,0,0,NA,NA,NA,NA
Dominican Republic,1997,18000,0,1,Americas,69.957,7992357,3614.101285
Dominican Republic,1998,18400,0,1,NA,NA,NA,NA
Dominican Republic,1999,18600,0,1,NA,NA,NA,NA
Dominican Republic,2000,19800,0,1,NA,NA,NA,NA
Dominican Republic,2001,19800,0,1,NA,NA,NA,NA
Dominican Republic,2002,21300,0,1,Americas,70.847,8650322,4563.808154
Dominican Republic,2003,21500,0,1,NA,NA,NA,NA
Dominican Republic,2004,18300,0,1,NA,NA,NA,NA
Dominican Republic,2005,18600,0,1,NA,NA,NA,NA
Dominican Republic,2006,19800,0,1,NA,NA,NA,NA
Dominican Republic,2007,21200,0,1,Americas,72.235,9319622,6025.374752
Dominican Republic,2008,20700,0,1,NA,NA,NA,NA
Dominican Republic,2009,20200,0,1,NA,NA,NA,NA
Dominican Republic,2010,21000,0,1,NA,NA,NA,NA
Dominican Republic,2011,21200,0,1,NA,NA,NA,NA
Ecuador,1986,15300,0,0,NA,NA,NA,NA
Ecuador,1987,15100,0,0,Americas,67.231,9545158,6481.776993
Ecuador,1988,17300,0,0,NA,NA,NA,NA
Ecuador,1989,20300,0,0,NA,NA,NA,NA
Ecuador,1990,16800,0,0,NA,NA,NA,NA
Ecuador,1991,16500,0,0,NA,NA,NA,NA
Ecuador,1992,22300,0,0,Americas,69.613,10748394,7103.702595
Ecuador,1993,24200,0,0,NA,NA,NA,NA
Ecuador,1994,13700,0,0,NA,NA,NA,NA
Ecuador,1995,22800,0,0,NA,NA,NA,NA
Ecuador,1996,24200,0,0,NA,NA,NA,NA
Ecuador,1997,18400,0,1,Americas,72.312,11911819,7429.455877
Ecuador,1998,22500,0,1,NA,NA,NA,NA
Ecuador,1999,21500,0,1,NA,NA,NA,NA
Ecuador,2000,20700,0,1,NA,NA,NA,NA
Ecuador,2001,23100,0,1,NA,NA,NA,NA
Ecuador,2002,25000,0,1,Americas,74.173,12921234,5773.044512
Ecuador,2003,27000,0,1,NA,NA,NA,NA
Ecuador,2004,29000,0,1,NA,NA,NA,NA
Ecuador,2005,30300,0,1,NA,NA,NA,NA
Ecuador,2006,28900,0,1,NA,NA,NA,NA
Ecuador,2007,31900,0,1,Americas,74.994,13755680,6873.262326
Ecuador,2008,33900,0,1,NA,NA,NA,NA
Ecuador,2009,36100,0,1,NA,NA,NA,NA
Ecuador,2010,36500,0,1,NA,NA,NA,NA
Ecuador,2011,38600,0,1,NA,NA,NA,NA
Egypt,1986,74600,0,0,NA,NA,NA,NA
Egypt,1987,74800,0,0,Africa,59.797,52799062,3885.46071
Egypt,1988,74500,0,0,NA,NA,NA,NA
Egypt,1989,72200,0,0,NA,NA,NA,NA
Egypt,1990,75900,0,0,NA,NA,NA,NA
Egypt,1991,78700,0,0,NA,NA,NA,NA
Egypt,1992,81300,0,0,Africa,63.674,59402198,3794.755195
Egypt,1993,93200,0,0,NA,NA,NA,NA
Egypt,1994,85300,0,0,NA,NA,NA,NA
Egypt,1995,95700,0,0,NA,NA,NA,NA
Egypt,1996,102000,0,0,NA,NA,NA,NA
Egypt,1997,108000,0,1,Africa,67.217,66134291,4173.181797
Egypt,1998,122000,0,1,NA,NA,NA,NA
Egypt,1999,125000,0,1,NA,NA,NA,NA
Egypt,2000,141000,0,1,NA,NA,NA,NA
Egypt,2001,125000,0,1,NA,NA,NA,NA
Egypt,2002,127000,0,1,Africa,69.806,73312559,4754.604414
Egypt,2003,148000,0,1,NA,NA,NA,NA
Egypt,2004,151000,0,1,NA,NA,NA,NA
Egypt,2005,167000,0,1,NA,NA,NA,NA
Egypt,2006,179000,0,1,NA,NA,NA,NA
Egypt,2007,189000,0,1,Africa,71.338,80264543,5581.180998
Egypt,2008,199000,0,1,NA,NA,NA,NA
Egypt,2009,207000,0,1,NA,NA,NA,NA
Egypt,2010,203000,0,1,NA,NA,NA,NA
Egypt,2011,217000,0,1,NA,NA,NA,NA
El Salvador,1986,1990,0,0,NA,NA,NA,NA
El Salvador,1987,2450,0,0,Americas,63.154,4842194,4140.442097
El Salvador,1988,2470,0,0,NA,NA,NA,NA
El Salvador,1989,2590,0,0,NA,NA,NA,NA
El Salvador,1990,2510,0,0,NA,NA,NA,NA
El Salvador,1991,3170,0,0,NA,NA,NA,NA
El Salvador,1992,3320,0,0,Americas,66.798,5274649,4444.2317
El Salvador,1993,3800,0,0,NA,NA,NA,NA
El Salvador,1994,4590,0,0,NA,NA,NA,NA
El Salvador,1995,5030,0,0,NA,NA,NA,NA
El Salvador,1996,4570,0,0,NA,NA,NA,NA
El Salvador,1997,5470,0,1,Americas,69.535,5783439,5154.825496
El Salvador,1998,5810,0,1,NA,NA,NA,NA
El Salvador,1999,5700,0,1,NA,NA,NA,NA
El Salvador,2000,5740,0,1,NA,NA,NA,NA
El Salvador,2001,5950,0,1,NA,NA,NA,NA
El Salvador,2002,6040,0,1,Americas,70.734,6353681,5351.568666
El Salvador,2003,6550,0,1,NA,NA,NA,NA
El Salvador,2004,6370,0,1,NA,NA,NA,NA
El Salvador,2005,6450,0,1,NA,NA,NA,NA
El Salvador,2006,6850,0,1,NA,NA,NA,NA
El Salvador,2007,6980,0,1,Americas,71.878,6939688,5728.353514
El Salvador,2008,6550,0,1,NA,NA,NA,NA
El Salvador,2009,6440,0,1,NA,NA,NA,NA
El Salvador,2010,6460,0,1,NA,NA,NA,NA
El Salvador,2011,6650,0,1,NA,NA,NA,NA
Equatorial Guinea,1986,80.7,0,0,NA,NA,NA,NA
Equatorial Guinea,1987,99,0,0,Africa,45.664,341244,966.8968149
Equatorial Guinea,1988,106,0,0,NA,NA,NA,NA
Equatorial Guinea,1989,117,0,0,NA,NA,NA,NA
Equatorial Guinea,1990,66,0,0,NA,NA,NA,NA
Equatorial Guinea,1991,143,0,0,NA,NA,NA,NA
Equatorial Guinea,1992,158,0,0,Africa,47.545,387838,1132.055034
Equatorial Guinea,1993,99,0,0,NA,NA,NA,NA
Equatorial Guinea,1994,33,0,0,NA,NA,NA,NA
Equatorial Guinea,1995,128,0,0,NA,NA,NA,NA
Equatorial Guinea,1996,114,0,0,NA,NA,NA,NA
Equatorial Guinea,1997,290,0,1,Africa,48.245,439971,2814.480755
Equatorial Guinea,1998,165,0,1,NA,NA,NA,NA
Equatorial Guinea,1999,466,0,1,NA,NA,NA,NA
Equatorial Guinea,2000,455,0,1,NA,NA,NA,NA
Equatorial Guinea,2001,3090,0,1,NA,NA,NA,NA
Equatorial Guinea,2002,4980,0,1,Africa,49.348,495627,7703.4959
Equatorial Guinea,2003,6020,0,1,NA,NA,NA,NA
Equatorial Guinea,2004,5220,0,1,NA,NA,NA,NA
Equatorial Guinea,2005,4710,0,1,NA,NA,NA,NA
Equatorial Guinea,2006,4760,0,1,NA,NA,NA,NA
Equatorial Guinea,2007,4800,0,1,Africa,51.579,551201,12154.08975
Equatorial Guinea,2008,4500,0,1,NA,NA,NA,NA
Equatorial Guinea,2009,4620,0,1,NA,NA,NA,NA
Equatorial Guinea,2010,4680,0,1,NA,NA,NA,NA
Equatorial Guinea,2011,6130,0,1,NA,NA,NA,NA
Eritrea,1986,NA,0,0,NA,NA,NA,NA
Eritrea,1987,NA,0,0,Africa,46.453,2915959,521.1341333
Eritrea,1988,NA,0,0,NA,NA,NA,NA
Eritrea,1989,NA,0,0,NA,NA,NA,NA
Eritrea,1990,NA,0,0,NA,NA,NA,NA
Eritrea,1991,NA,0,0,NA,NA,NA,NA
Eritrea,1992,NA,0,0,Africa,49.991,3668440,582.8585102
Eritrea,1993,NA,0,0,NA,NA,NA,NA
Eritrea,1994,865,0,0,NA,NA,NA,NA
Eritrea,1995,935,0,0,NA,NA,NA,NA
Eritrea,1996,1010,0,0,NA,NA,NA,NA
Eritrea,1997,865,0,1,Africa,53.378,4058319,913.47079
Eritrea,1998,590,0,1,NA,NA,NA,NA
Eritrea,1999,620,0,1,NA,NA,NA,NA
Eritrea,2000,609,0,1,NA,NA,NA,NA
Eritrea,2001,631,0,1,NA,NA,NA,NA
Eritrea,2002,605,0,1,Africa,55.24,4414865,765.3500015
Eritrea,2003,726,0,1,NA,NA,NA,NA
Eritrea,2004,770,0,1,NA,NA,NA,NA
Eritrea,2005,766,0,1,NA,NA,NA,NA
Eritrea,2006,561,0,1,NA,NA,NA,NA
Eritrea,2007,579,0,1,Africa,58.04,4906585,641.3695236
Eritrea,2008,414,0,1,NA,NA,NA,NA
Eritrea,2009,513,0,1,NA,NA,NA,NA
Eritrea,2010,513,0,1,NA,NA,NA,NA
Eritrea,2011,594,0,1,NA,NA,NA,NA
Estonia,1986,NA,1,0,NA,NA,NA,NA
Estonia,1987,NA,1,0,NA,NA,NA,NA
Estonia,1988,NA,1,0,NA,NA,NA,NA
Estonia,1989,NA,1,0,NA,NA,NA,NA
Estonia,1990,NA,1,0,NA,NA,NA,NA
Estonia,1991,NA,1,0,NA,NA,NA,NA
Estonia,1992,23900,1,0,NA,NA,NA,NA
Estonia,1993,19500,1,0,NA,NA,NA,NA
Estonia,1994,19000,1,0,NA,NA,NA,NA
Estonia,1995,17500,1,0,NA,NA,NA,NA
Estonia,1996,18300,1,0,NA,NA,NA,NA
Estonia,1997,18100,1,1,NA,NA,NA,NA
Estonia,1998,16300,1,1,NA,NA,NA,NA
Estonia,1999,15200,1,1,NA,NA,NA,NA
Estonia,2000,14900,1,1,NA,NA,NA,NA
Estonia,2001,15600,1,1,NA,NA,NA,NA
Estonia,2002,14900,1,1,NA,NA,NA,NA
Estonia,2003,17100,1,1,NA,NA,NA,NA
Estonia,2004,17300,1,1,NA,NA,NA,NA
Estonia,2005,16800,1,1,NA,NA,NA,NA
Estonia,2006,16200,1,1,NA,NA,NA,NA
Estonia,2007,18700,1,1,NA,NA,NA,NA
Estonia,2008,17500,1,1,NA,NA,NA,NA
Estonia,2009,14600,1,1,NA,NA,NA,NA
Estonia,2010,18100,1,1,NA,NA,NA,NA
Estonia,2011,18600,1,1,NA,NA,NA,NA
Ethiopia,1986,2210,0,0,NA,NA,NA,NA
Ethiopia,1987,2580,0,0,Africa,46.684,42999530,573.7413142
Ethiopia,1988,2670,0,0,NA,NA,NA,NA
Ethiopia,1989,2830,0,0,NA,NA,NA,NA
Ethiopia,1990,3020,0,0,NA,NA,NA,NA
Ethiopia,1991,2980,0,0,NA,NA,NA,NA
Ethiopia,1992,2970,0,0,Africa,48.091,52088559,421.3534653
Ethiopia,1993,3030,0,0,NA,NA,NA,NA
Ethiopia,1994,2240,0,0,NA,NA,NA,NA
Ethiopia,1995,2560,0,0,NA,NA,NA,NA
Ethiopia,1996,2860,0,0,NA,NA,NA,NA
Ethiopia,1997,3050,0,1,Africa,49.402,59861301,515.8894013
Ethiopia,1998,3220,0,1,NA,NA,NA,NA
Ethiopia,1999,3160,0,1,NA,NA,NA,NA
Ethiopia,2000,3550,0,1,NA,NA,NA,NA
Ethiopia,2001,4350,0,1,NA,NA,NA,NA
Ethiopia,2002,4520,0,1,Africa,50.725,67946797,530.0535319
Ethiopia,2003,4990,0,1,NA,NA,NA,NA
Ethiopia,2004,5300,0,1,NA,NA,NA,NA
Ethiopia,2005,5120,0,1,NA,NA,NA,NA
Ethiopia,2006,5500,0,1,NA,NA,NA,NA
Ethiopia,2007,6010,0,1,Africa,52.947,76511887,690.8055759
Ethiopia,2008,6580,0,1,NA,NA,NA,NA
Ethiopia,2009,6630,0,1,NA,NA,NA,NA
Ethiopia,2010,6590,0,1,NA,NA,NA,NA
Ethiopia,2011,7730,0,1,NA,NA,NA,NA
Fiji,1986,605,0,0,NA,NA,NA,NA
Fiji,1987,477,0,0,NA,NA,NA,NA
Fiji,1988,554,0,0,NA,NA,NA,NA
Fiji,1989,631,0,0,NA,NA,NA,NA
Fiji,1990,814,0,0,NA,NA,NA,NA
Fiji,1991,671,0,0,NA,NA,NA,NA
Fiji,1992,748,0,0,NA,NA,NA,NA
Fiji,1993,752,0,0,NA,NA,NA,NA
Fiji,1994,748,0,0,NA,NA,NA,NA
Fiji,1995,763,0,0,NA,NA,NA,NA
Fiji,1996,821,0,0,NA,NA,NA,NA
Fiji,1997,792,0,1,NA,NA,NA,NA
Fiji,1998,770,0,1,NA,NA,NA,NA
Fiji,1999,785,0,1,NA,NA,NA,NA
Fiji,2000,843,0,1,NA,NA,NA,NA
Fiji,2001,1060,0,1,NA,NA,NA,NA
Fiji,2002,891,0,1,NA,NA,NA,NA
Fiji,2003,1050,0,1,NA,NA,NA,NA
Fiji,2004,1350,0,1,NA,NA,NA,NA
Fiji,2005,1100,0,1,NA,NA,NA,NA
Fiji,2006,1220,0,1,NA,NA,NA,NA
Fiji,2007,1160,0,1,NA,NA,NA,NA
Fiji,2008,895,0,1,NA,NA,NA,NA
Fiji,2009,792,0,1,NA,NA,NA,NA
Fiji,2010,1220,0,1,NA,NA,NA,NA
Fiji,2011,1090,0,1,NA,NA,NA,NA
Finland,1986,53300,1,0,NA,NA,NA,NA
Finland,1987,57700,1,0,Europe,74.83,4931729,21141.01223
Finland,1988,52200,1,0,NA,NA,NA,NA
Finland,1989,52600,1,0,NA,NA,NA,NA
Finland,1990,51700,1,0,NA,NA,NA,NA
Finland,1991,53700,1,0,NA,NA,NA,NA
Finland,1992,47500,1,0,Europe,75.7,5041039,20647.16499
Finland,1993,50400,1,0,NA,NA,NA,NA
Finland,1994,57200,1,0,NA,NA,NA,NA
Finland,1995,52700,1,0,NA,NA,NA,NA
Finland,1996,61300,1,0,NA,NA,NA,NA
Finland,1997,59900,1,1,Europe,77.13,5134406,23723.9502
Finland,1998,57000,1,1,NA,NA,NA,NA
Finland,1999,55400,1,1,NA,NA,NA,NA
Finland,2000,52400,1,1,NA,NA,NA,NA
Finland,2001,57100,1,1,NA,NA,NA,NA
Finland,2002,61700,1,1,Europe,78.37,5193039,28204.59057
Finland,2003,69100,1,1,NA,NA,NA,NA
Finland,2004,67100,1,1,NA,NA,NA,NA
Finland,2005,54600,1,1,NA,NA,NA,NA
Finland,2006,66200,1,1,NA,NA,NA,NA
Finland,2007,64000,1,1,Europe,79.313,5238460,33207.0844
Finland,2008,56500,1,1,NA,NA,NA,NA
Finland,2009,53100,1,1,NA,NA,NA,NA
Finland,2010,62100,1,1,NA,NA,NA,NA
Finland,2011,56800,1,1,NA,NA,NA,NA
France,1986,386000,1,0,NA,NA,NA,NA
France,1987,377000,1,0,Europe,76.34,55630100,22066.44214
France,1988,372000,1,0,NA,NA,NA,NA
France,1989,391000,1,0,NA,NA,NA,NA
France,1990,376000,1,0,NA,NA,NA,NA
France,1991,391000,1,0,NA,NA,NA,NA
France,1992,366000,1,0,Europe,77.46,57374179,24703.79615
France,1993,360000,1,0,NA,NA,NA,NA
France,1994,338000,1,0,NA,NA,NA,NA
France,1995,349000,1,0,NA,NA,NA,NA
France,1996,375000,1,0,NA,NA,NA,NA
France,1997,352000,1,1,Europe,78.64,58623428,25889.78487
France,1998,377000,1,1,NA,NA,NA,NA
France,1999,369000,1,1,NA,NA,NA,NA
France,2000,362000,1,1,NA,NA,NA,NA
France,2001,378000,1,1,NA,NA,NA,NA
France,2002,375000,1,1,Europe,79.59,59925035,28926.03234
France,2003,381000,1,1,NA,NA,NA,NA
France,2004,384000,1,1,NA,NA,NA,NA
France,2005,385000,1,1,NA,NA,NA,NA
France,2006,376000,1,1,NA,NA,NA,NA
France,2007,369000,1,1,Europe,80.657,61083916,30470.0167
France,2008,366000,1,1,NA,NA,NA,NA
France,2009,352000,1,1,NA,NA,NA,NA
France,2010,353000,1,1,NA,NA,NA,NA
France,2011,332000,1,1,NA,NA,NA,NA
Gabon,1986,4970,0,0,NA,NA,NA,NA
Gabon,1987,4020,0,0,Africa,60.19,880397,11864.40844
Gabon,1988,4330,0,0,NA,NA,NA,NA
Gabon,1989,5770,0,0,NA,NA,NA,NA
Gabon,1990,4500,0,0,NA,NA,NA,NA
Gabon,1991,4540,0,0,NA,NA,NA,NA
Gabon,1992,4930,0,0,Africa,61.366,985739,13522.15752
Gabon,1993,4990,0,0,NA,NA,NA,NA
Gabon,1994,4390,0,0,NA,NA,NA,NA
Gabon,1995,4620,0,0,NA,NA,NA,NA
Gabon,1996,4770,0,0,NA,NA,NA,NA
Gabon,1997,4800,0,1,Africa,60.461,1126189,14722.84188
Gabon,1998,4980,0,1,NA,NA,NA,NA
Gabon,1999,4810,0,1,NA,NA,NA,NA
Gabon,2000,4690,0,1,NA,NA,NA,NA
Gabon,2001,4800,0,1,NA,NA,NA,NA
Gabon,2002,4570,0,1,Africa,56.761,1299304,12521.71392
Gabon,2003,4640,0,1,NA,NA,NA,NA
Gabon,2004,4690,0,1,NA,NA,NA,NA
Gabon,2005,4890,0,1,NA,NA,NA,NA
Gabon,2006,4170,0,1,NA,NA,NA,NA
Gabon,2007,4120,0,1,Africa,56.735,1454867,13206.48452
Gabon,2008,4170,0,1,NA,NA,NA,NA
Gabon,2009,4250,0,1,NA,NA,NA,NA
Gabon,2010,4810,0,1,NA,NA,NA,NA
Gabon,2011,4970,0,1,NA,NA,NA,NA
Gambia,1986,161,0,0,NA,NA,NA,NA
Gambia,1987,180,0,0,Africa,49.265,848406,611.6588611
Gambia,1988,183,0,0,NA,NA,NA,NA
Gambia,1989,180,0,0,NA,NA,NA,NA
Gambia,1990,176,0,0,NA,NA,NA,NA
Gambia,1991,180,0,0,NA,NA,NA,NA
Gambia,1992,180,0,0,Africa,52.644,1025384,665.6244126
Gambia,1993,187,0,0,NA,NA,NA,NA
Gambia,1994,187,0,0,NA,NA,NA,NA
Gambia,1995,198,0,0,NA,NA,NA,NA
Gambia,1996,198,0,0,NA,NA,NA,NA
Gambia,1997,198,0,1,Africa,55.861,1235767,653.7301704
Gambia,1998,213,0,1,NA,NA,NA,NA
Gambia,1999,231,0,1,NA,NA,NA,NA
Gambia,2000,246,0,1,NA,NA,NA,NA
Gambia,2001,253,0,1,NA,NA,NA,NA
Gambia,2002,290,0,1,Africa,58.041,1457766,660.5855997
Gambia,2003,290,0,1,NA,NA,NA,NA
Gambia,2004,293,0,1,NA,NA,NA,NA
Gambia,2005,293,0,1,NA,NA,NA,NA
Gambia,2006,308,0,1,NA,NA,NA,NA
Gambia,2007,352,0,1,Africa,59.448,1688359,752.7497265
Gambia,2008,367,0,1,NA,NA,NA,NA
Gambia,2009,381,0,1,NA,NA,NA,NA
Gambia,2010,433,0,1,NA,NA,NA,NA
Gambia,2011,447,0,1,NA,NA,NA,NA
Georgia,1986,17700,0,0,NA,NA,NA,NA
Georgia,1987,18500,0,0,NA,NA,NA,NA
Georgia,1988,19000,0,0,NA,NA,NA,NA
Georgia,1989,18600,0,0,NA,NA,NA,NA
Georgia,1990,17400,0,0,NA,NA,NA,NA
Georgia,1991,16800,0,0,NA,NA,NA,NA
Georgia,1992,15300,0,0,NA,NA,NA,NA
Georgia,1993,9950,0,0,NA,NA,NA,NA
Georgia,1994,6080,0,0,NA,NA,NA,NA
Georgia,1995,2300,0,0,NA,NA,NA,NA
Georgia,1996,4070,0,0,NA,NA,NA,NA
Georgia,1997,4440,0,1,NA,NA,NA,NA
Georgia,1998,4960,0,1,NA,NA,NA,NA
Georgia,1999,4350,0,1,NA,NA,NA,NA
Georgia,2000,4540,0,1,NA,NA,NA,NA
Georgia,2001,3770,0,1,NA,NA,NA,NA
Georgia,2002,3390,0,1,NA,NA,NA,NA
Georgia,2003,3770,0,1,NA,NA,NA,NA
Georgia,2004,4320,0,1,NA,NA,NA,NA
Georgia,2005,5070,0,1,NA,NA,NA,NA
Georgia,2006,6150,0,1,NA,NA,NA,NA
Georgia,2007,6420,0,1,NA,NA,NA,NA
Georgia,2008,5170,0,1,NA,NA,NA,NA
Georgia,2009,6240,0,1,NA,NA,NA,NA
Georgia,2010,6310,0,1,NA,NA,NA,NA
Georgia,2011,7970,0,1,NA,NA,NA,NA
Germany,1986,1050000,1,0,NA,NA,NA,NA
Germany,1987,1040000,1,0,Europe,74.847,77718298,24639.18566
Germany,1988,1030000,1,0,NA,NA,NA,NA
Germany,1989,1020000,1,0,NA,NA,NA,NA
Germany,1990,1010000,1,0,NA,NA,NA,NA
Germany,1991,930000,1,0,NA,NA,NA,NA
Germany,1992,892000,1,0,Europe,76.07,80597764,26505.30317
Germany,1993,878000,1,0,NA,NA,NA,NA
Germany,1994,866000,1,0,NA,NA,NA,NA
Germany,1995,864000,1,0,NA,NA,NA,NA
Germany,1996,890000,1,0,NA,NA,NA,NA
Germany,1997,862000,1,1,Europe,77.34,82011073,27788.88416
Germany,1998,855000,1,1,NA,NA,NA,NA
Germany,1999,822000,1,1,NA,NA,NA,NA
Germany,2000,830000,1,1,NA,NA,NA,NA
Germany,2001,854000,1,1,NA,NA,NA,NA
Germany,2002,830000,1,1,Europe,78.67,82350671,30035.80198
Germany,2003,823000,1,1,NA,NA,NA,NA
Germany,2004,817000,1,1,NA,NA,NA,NA
Germany,2005,797000,1,1,NA,NA,NA,NA
Germany,2006,816000,1,1,NA,NA,NA,NA
Germany,2007,781000,1,1,Europe,79.406,82400996,32170.37442
Germany,2008,781000,1,1,NA,NA,NA,NA
Germany,2009,722000,1,1,NA,NA,NA,NA
Germany,2010,759000,1,1,NA,NA,NA,NA
Germany,2011,732000,1,1,NA,NA,NA,NA
Ghana,1986,3050,0,0,NA,NA,NA,NA
Ghana,1987,3290,0,0,Africa,55.729,14168101,847.0061135
Ghana,1988,3450,0,0,NA,NA,NA,NA
Ghana,1989,3340,0,0,NA,NA,NA,NA
Ghana,1990,3820,0,0,NA,NA,NA,NA
Ghana,1991,3930,0,0,NA,NA,NA,NA
Ghana,1992,3980,0,0,Africa,57.501,16278738,925.060154
Ghana,1993,4550,0,0,NA,NA,NA,NA
Ghana,1994,4950,0,0,NA,NA,NA,NA
Ghana,1995,5280,0,0,NA,NA,NA,NA
Ghana,1996,5610,0,0,NA,NA,NA,NA
Ghana,1997,6370,0,1,Africa,58.556,18418288,1005.245812
Ghana,1998,6400,0,1,NA,NA,NA,NA
Ghana,1999,6550,0,1,NA,NA,NA,NA
Ghana,2000,6290,0,1,NA,NA,NA,NA
Ghana,2001,6920,0,1,NA,NA,NA,NA
Ghana,2002,7420,0,1,Africa,58.453,20550751,1111.984578
Ghana,2003,7630,0,1,NA,NA,NA,NA
